코드 번호,회사명,업종 (대),업종 (소),코스피 코스닥,주가 (원),시가총액 (억),상장주식수 (만주),자사주 (만주),자사주 비중 (%),주식수 증가율 (%),1일 등락률 (%),5일 등락률 (%),1개월 등락률 (%),3개월 등락률 (%),6개월 등락률 (%),9개월 등락률 (%),1년 등락률 (%),3년 등락률 (%),과거 GP/A (%),과거 GPM (%),분기 GPM (%),5년평균 OPM,발표 OPM (%),발표 분기 OPM (%),올해 OPM (%),발표 NPM (%),발표 분기 NPM (%),5년평균 ROE,발표 ROE (%),1년후 ROE (%),과거 ROA (%),1년후 ROA (%),과거 PCR,과거 PFCR,과거 PSR,발표 PSR,1년후PEG,PER  곱하기PBR,고점 PBR,저점 PBR,5년평균 PBR,발표 PBR,1년후 PBR,5년평균 PER,자사주반영 PER,과거 PER,발표 PER,발표 분기 PER,올해 PER,1년후 PER,과거 EV/EBITDA (%),과거 POR,발표 POR,청산가치비율 (NCAV전략) (%),당좌 비율 (%),유동 비율 (%),단순 부채비율 (%),보수적 부채비율 (%),차입금 비율 (%),배당 성향 (%),시가 배당률 (%),DPS  성장률 (%),시가 배당률 고점,시가 배당률 저점,국채시가 배당률,주가 변동성,베타 (52주),부채 (억),자본 (억),유동자산 (억),재고자산 (억),투자자산 (억),지분투자 (억),총자산 (억),매출액 (억),영업이익 (억),순이익(지배) (억),EBITDA (억),매출총이익 (억),영업활동현금흐름 (억),투자활동현금흐름 (억),재무활동현금흐름 (억),설비투자 (억),DPS (원),거래대금 (당일 억),거래대금 (5일평균 억),거래대금 (20일평균 억),거래대금 증가율(5일대비),거래대금 증가율(20일대비),1개월전 주가,3개월전 주가,6개월전 주가,9개월전 주가,1년전 주가,52주 신고가,52주 신저가,주가>5이평,주가>20이평,주가>60이평,주가>120이평,신고가율 (%),신저가율 (%),당일 기관(%),당일 외인(%),당일 수급(%),주간 기관(%),주간 외인(%),주간 수급(%),1개월 기관(%),1개월 외인(%),1개월 수급(%),3개월 기관(%),3개월 외인(%),3개월 수급(%),6개월 기관(%),6개월 외인(%),6개월 수급(%),고점대비 PBR괴리율,저점대비 PBR괴리율,이익의 변동성,예상가 괴리율 (%),목표가  괴리율 (%),예상가 매력등수,목표가 매력등수,본사 국내 =1,지주사 =1,금융 =1,스팩 =1,관리 종목 =1,예상 주가 (원),목표 주가 (원),20년 3Q 호실적 100기업,20년4Q 호실적예상 100기업,4Q 발표 =1,마지막 리포트일,실적 발표일,20/4Q 매출액 컨센대비,20/4Q 영업이익 컨센대비,20/4Q 순이익 컨센대비,20/3Q 매출액 컨센대비,20/3Q 영업이익 컨센대비,20/3Q 순이익 컨센대비,1주일 어닝스,1달 어닝스,3개월  어닝스,6개월  어닝스,9개월  어닝스,12개월  어닝스,어닝스 점수,발표OPM증가율(최근분기),발표NPM증가율(최근분기),발표ROE증가율 (최근분기),자산증가율 (최근분기),발표자본증가율 (최근분기),자본증가율 (1년후),매출채권 회수기간,재고자산 회수기간,단순 FCFF (잉여현금흐름),F스코어 지배주주순익>0 여부,F스코어 영업활동현금흐름>0 여부,F스코어 ROA증가 여부,F스코어 영현>순익 여부,F스코어 부채비율감소 여부,F스코어 유동비율증가 여부,F스코어 신주발행X 여부,F스코어 매출총이익률증가 여부,F스코어 총자산회전율증가 여부,F스코어 점수 (9점만점),매출액 16년->19년 3년간 YOY,매출액 연환산 YOY,매출액 17년 YOY,매출액 18년 YOY,매출액 19년 YOY,매출액 20년(E)  YOY,매출액 21년(E)  YOY,매출액 19년4Q YOY,매출액 20년1Q YOY,매출액 20년2Q YOY,매출액 20년3Q YOY,매출액 20년4Q(E) YOY,매출액 21년1Q(E) YOY,매출액 19년4Q QOQ,매출액 20년1Q QOQ,매출액 20년2Q QOQ,매출액 20년3Q QOQ,매출액 20년4Q(E) QOQ,매출액 21년1Q(E) QOQ,영업이익 16년->19년 3년간 YOY,영업이익 연환산 YOY,영업이익 17년 YOY,영업이익 18년 YOY,영업이익 19년 YOY,영업이익 20년(E)  YOY,영업이익 21년(E)  YOY,영업이익 19년4Q YOY,영업이익 20년1Q YOY,영업이익 20년2Q YOY,영업이익 20년3Q YOY,영업이익 20년4Q(E) YOY,영업이익 21년1Q(E) YOY,영업이익 19년4Q QOQ,영업이익 20년1Q QOQ,영업이익 20년2Q QOQ,영업이익 20년3Q QOQ,영업이익 20년4Q(E) QOQ,영업이익 21년1Q(E) QOQ,순이익 16년->19년 3년간 YOY,순이익 연환산 YOY,순이익 17년 YOY,순이익 18년 YOY,순이익 19년 YOY,순이익 20년(E)  YOY,순이익 21년(E)  YOY,순이익 19년4Q YOY,순이익 20년1Q YOY,순이익 20년2Q YOY,순이익 20년3Q YOY,순이익 20년4Q(E) YOY,순이익 21년1Q(E) YOY,순이익 19년4Q QOQ,순이익 20년1Q QOQ,순이익 20년2Q QOQ,순이익 20년3Q QOQ,순이익 20년4Q(E) QOQ,순이익 21년1Q(E) QOQ,16년 매출액,16년 영업이익,16년 순이익,17년 매출액,17년 영업이익,17년 순이익,18년 매출액,18년 영업이익,18년 순이익,19년 매출액,19년 영업이익,19년 순이익,20년(E) 매출액,20년(E) 영업이익,20년(E) 순이익,21년(E) 매출액,21년(E) 영업이익,21년(E) 순이익,매출액 18년 4Q,매출액 19년 1Q,매출액 19년 2Q,매출액 19년 3Q,매출액 19년 4Q,매출액 20년 1Q,매출액 20년 2Q,매출액 20년 3Q,매출액 20년 4Q(E),매출액 21년 1Q(E),영업이익 18년 4Q,영업이익 19년 1Q,영업이익 19년 2Q,영업이익 19년 3Q,영업이익 19년 4Q,영업이익 20년 1Q,영업이익 20년 2Q,영업이익 20년 3Q,영업이익 20년 4Q(E),영업이익 21년 1Q(E),순이익 18년 4Q,순이익 19년 1Q,순이익 19년 2Q,순이익 19년 3Q,순이익 19년 4Q,순이익 20년 1Q,순이익 20년 2Q,순이익 20년 3Q,순이익 20년 4Q(E),순이익 21년 1Q(E),발표치 20년4Q  매출액,발표치 20년4Q  영업이익,발표치 20년4Q  순이익,컨센서스 20년4Q  매출액,컨센서스 20년4Q  영업이익,컨센서스 20년4Q  순이익,
A005930,삼성전자,반도체 관련장비 및 부품,종합 반도체,코스피,82000,4895222,596978,0,0,0,0,-1.4,-5.4,20.2,51.3,64.3,45.1,74.2,24.44,38.2,40.31,17.3,15.2,14.7,15.2,11.02,10.47,13.7,9.51,11.87,7.1,8.94,8.09,18.8,2.08,2.07,0.35,33.39,1.91,0.96,1.29,1.78,1.61,9.4,18.76,19.68,18.76,18.99,18.76,13.57,5.98,14.35,13.6,21.24,234,278.77,36,37,7,44.73,1.73,417.26,5.37,0.58,1.73,0.02133,0.9984,996526,2679421,2036349,324429,283956,79825,3675947,2368070,359939,260908,653103,899023,604896,-534156,-67384,344472,1416,20580.5,19477.8,20482.3,5.66,0.48,86700,68200,54200,49900,56500,91000,42500,0,0,1,1,90,93,0.03,0.02,0.05,-0.04,-0.11,-0.15,-0.66,-0.65,-1.31,-1.74,-1.66,-3.4,-1.99,-1.18,-3.17,93,185,0.27054,162,78,550,293,1,0,0,0,0,50730,104872,0,0,1,20210223,20210108,1.7,-1.3,-8,4.4,15.6,9.7,1.4,-0.9,6.1,18.8,23,38.3,100,26.1,18.1,15.3,6.4,5.3,13.5,63,82,260424,1,1,0,1,0,0,1,1,0,5,14.1,2.8,18.7,1.8,-5.5,2.8,10.1,1,5.6,-5.6,8,2.8,9.2,-3.4,-7.6,-4.3,26.4,-8.1,-1.8,-5,29.6,83.5,9.8,-52.8,29.6,27.8,-33.7,3.4,23.5,58.8,26.3,31.9,-7.9,-10,26.4,51.6,-26.8,-6,-4.1,21.3,84.4,6.2,-51,21.3,32.4,-37.2,-4.3,8.4,51.8,23.3,36.7,-14.4,-6.5,12.3,68.8,-30.4,3.7,2018667,292407,224157,2395754,536450,413446,2437714,588867,438909,2304009,277685,215051,2368070,359939,260908,2606280,460180,345425,592651,523855,561271,620035,598848,553252,529661,669642,615515,604322,108006,62333,65971,77779,71603,64473,81463,123532,90470,85046,83301,51075,50645,61050,52280,48896,54890,92668,64455,66837,615515,90470,64455,605264,91663,70036,
A000660,SK하이닉스,반도체 관련장비 및 부품,종합 반도체,코스피,136000,990083,72800,4400,6,0,-1.8,4.6,5.4,37.7,80.9,67.1,43.8,77.1,14.48,32.5,34.98,30.4,15.71,12.13,15.71,14.91,22.18,19.3,9.1,14.4,6.87,10.92,8.51,61.65,3.21,3.1,0.15,39.56,2.37,0.94,1.33,1.9,1.68,6.9,19.57,34.5,20.82,14.01,20.82,11.66,7.82,23.12,19.75,-1.75,123,192.46,37,37,26,33.97,0.74,93.18,2.24,0,0.74,0.02743,1.12006,187681,504791,170362,61505,80164,12792,692472,319004,50126,47551,137079,100323,116363,-112807,12509,100303,1000,12348,9195.97,6875.38,34.28,79.6,129000,98800,75200,81400,94600,138500,69000,1,1,1,1,98,97,0.02,-0.02,-0.01,0.17,0.28,0.45,-0.1,0.06,-0.04,-0.98,0.5,-0.48,-0.53,2.3,1.77,80,202,0.99618,181,84,599,404,1,0,0,0,0,74993,161640,0,1,1,20210223,20210129,5,6.4,164.7,4.7,3.5,6.3,5.2,8.3,48.6,83.6,35.2,78.5,120,56.3,99.9,117.6,8.8,8.5,16.8,65,108,16060,1,1,0,1,0,0,1,0,0,4,56.9,18.2,75.1,34.3,-33.3,18.2,20.6,-30.3,6.3,33.4,18.9,15,11.4,1.3,3.9,19.6,-5.6,-2,0.7,-17.2,84.8,318.8,51.9,-87,84.8,104.7,-94.7,-41.4,205.3,175,309.2,52.1,-50.1,239.1,143.2,-33.2,-25.7,26,-31.8,136.2,260.3,46,-87,136.2,62.6,-103.5,-41.2,135.8,118.4,1594.8,40.9,-124,648.4,94.8,-14.7,64,-48.3,171980,32767,29538,301094,137213,106415,404451,208438,155401,269907,27127,20133,319004,50126,47551,384592,102588,77326,99381,67727,64522,68388,69271,71989,86065,81288,79662,80206,44301,13665,6376,4726,2360,8003,19467,12997,9659,12173,33963,11028,5355,4932,-1182,6482,12629,10773,17668,9133,79662,9659,17668,75866,9079,6675,
A068270,셀트리온,제약 및 바이오,바이오,코스피,282000,388324,13770,121,0.9,0.4,-4.7,-12.3,-12.6,-14,-3.6,34.8,66,-13.3,20.59,53.7,58.27,40,38.51,33.04,38.51,27.65,19.57,11.6,15.34,19.66,11.31,14.91,126.64,178.38,22.41,21,0.89,884.82,15.48,3.38,9.35,11.65,9.64,81.8,75.26,76.34,75.95,99.49,75.95,49.02,46.3,58.7,54.53,3.01,226,269.31,38,40,16,2.14,0.02,-24.25,0.74,0.01,0.02,0.03725,0.82598,12838,32363,24527,3964,1411,394,45201,18491,7121,5113,8356,9301,3066,-2219,355,889,47,4179.47,3018.61,4837.56,38.46,-13.6,322500,327991,292639,209168,169888,396241,137481,0,0,0,0,71,105,0.03,0.1,0.13,-0.12,-0.05,-0.17,-0.63,1.16,0.53,-1.94,0.88,-1.06,-2.72,0.1,-2.62,75,345,0.4511,658,74,1059,211,1,0,0,0,0,42849,381357,0,0,1,20210128,20210222,-2,-22.5,-41.3,17,29.5,15.4,-16.6,-18.4,8.9,17.3,38.9,54.9,80,15,4.9,44.1,22.8,19.3,24.5,267,180,2177,1,1,1,0,0,0,0,0,1,4,68.3,63.9,41.5,3.5,14.9,63.9,28.7,57.8,68.2,82.5,89.9,30.3,37.9,32.4,-2.6,15,28,-9.1,3.1,51.4,88.4,103.4,-33.3,11.6,88.3,35.3,159.5,55.4,118.1,137.8,44.3,58.6,10.7,5.3,51.2,34.9,-32.8,15.8,67.2,71.8,114.9,-31.6,13.7,71.8,50.3,116.1,64.2,78.9,177.8,2.7,83.6,54.6,10.5,31.6,23.6,-42.8,97.5,6706,2497,1780,9491,5078,3825,9821,3387,2618,11285,3781,2976,18491,7121,5113,23807,9634,7684,2426,2217,2350,2891,3827,3728,4288,5488,4987,5142,440,774,834,1031,1142,1202,1818,2453,1647,1907,440,639,772,614,950,1049,1381,1707,976,1927,4987,1647,976,5088,2127,1662,
A051910,LG화학,화학,종합 화학,코스피,860000,607094,7059,165,2.3,0,-2.8,-10.1,-9.9,6.2,15.7,117.4,117.7,124.5,14.8,19.5,23.92,8,7.83,7.58,7.83,3.01,0.01,7.8,5.05,10.81,2.33,5.3,11.16,-164.61,2.03,1.99,0.2,221.14,3.8,0.99,1.53,3.34,2.98,20.2,64.69,72.46,66.21,12543.3,66.21,27.58,17.5,35.11,25.47,-8.76,95,137.17,113,117,60,49.02,0.23,-55.84,2.49,0.58,0.23,0.03624,1.37878,211983,181667,158782,49281,16131,2788,393650,304440,23838,9169,39154,58332,54423,-49645,10130,58111,2000,3819.88,3663.48,4487.54,4.27,-14.88,955000,810000,743000,395500,395000,1028000,230000,0,0,0,1,84,274,0.02,-0.05,-0.03,-0.18,-0.3,-0.48,-1.03,0.34,-0.69,-2.13,2.08,-0.05,-3.63,6.08,2.45,88,337,1.14491,557,69,1022,110,1,0,0,0,0,154462,1255356,0,0,1,20210219,20210127,7,-4.1,-99.8,-7.6,23.1,1.1,0.8,-2.5,-0.4,56.5,139.8,140.1,60,150.2,176.1,175.5,18.5,6.3,12.1,66,75,-3688,1,1,1,1,0,0,1,1,0,6,38.6,6.4,24.4,9.7,1.6,5,29.8,13.4,7.5,2.3,8.8,6.7,29.1,20.7,-14.5,-2.5,8.2,18.4,3.4,-55,166.2,47,-23.3,-60.1,162.7,54.1,-93.5,-15.9,131.5,158.7,3463.5,259.6,-94.6,1151,141.8,57.8,-25.3,26.2,-75.5,192.6,51.8,-24.3,-78.7,192.6,135,-164.7,-89.2,461.4,298.5,101.6,2473.1,-160.5,127.1,1713.8,34,-99.8,44718.2,206593,19919,12811,256980,29285,19453,281830,22461,14726,286250,8956,3134,300575,23532,9169,390273,36263,21543,73427,66217,67784,68989,83260,71157,69352,75073,88858,91857,2896,2810,2470,3488,189,2365,5716,9021,6736,8502,1201,1945,681,1286,-778,211,3823,5123,12,5423,88858,6736,12,83011,7021,4976,
A005380,현대차,자동차 및 관련부품,완성차,코스피,235000,502120,21367,1309,6.1,0,-3.9,-3.5,-6.6,29.8,30.6,139.6,91.8,45.5,8.86,17.3,18.59,4.3,2.67,5.61,2.67,1.56,4.32,5.4,2.3,7.41,0.81,2.69,38.2,-17.64,0.49,0.48,0.04,22.04,1.55,0.26,0.44,0.71,0.67,8.2,29.15,43.32,31.04,9.94,31.04,9.08,17.43,21.79,18.05,-160.75,67,87.39,173,190,121,35.35,1.7,27.82,3.38,0.89,1.7,0.03464,1.35876,1312461,690531,505307,116322,499316,200026,2002992,1039976,27813,16177,64088,177933,13145,-84354,105664,41609,4000,4819.08,3477.37,4173.86,38.58,15.46,251500,181000,180000,98100,122500,267500,65900,0,0,1,1,88,257,-0.08,-0.05,-0.13,-0.12,-0.07,-0.2,-0.77,-0.16,-0.93,-2.78,0.07,-2.71,-3.81,-0.57,-4.38,46,273,1.14567,266,76,789,254,1,0,0,0,0,88342,309722,0,0,1,20210209,20210126,0.2,-5.2,-11.1,1,-215,-247.3,0.3,0.9,11.4,45.1,133.3,241.8,80,-21.7,-44.7,-45.5,8,-0.5,8,11,50,-28464,1,1,0,1,0,1,1,1,0,6,12.9,-1.7,2.9,0.5,9.2,-1.7,11.7,10.3,5.6,-18.9,2.3,5.1,7.3,3.2,-9,-13.7,26.2,6,-7.1,-30.6,-22.9,-11.9,-47.1,48.9,-22.9,141.2,132.4,4.7,-52.3,-182.9,40.9,75.8,207.6,-25.8,-31.7,-153.2,622.9,-7.5,-44.9,-45.7,-25.4,-62.6,97.6,-45.7,232.7,719.8,-44.1,-75.3,-178.7,57,154.6,88.4,-42.4,-50.9,-247.8,475.8,-6.6,936490,51935,54064,963761,45747,40328,968126,24222,15081,1057464,36055,29800,1039976,27813,16177,1161220,67082,53826,252305,239871,269664,269689,278241,253194,218590,275758,292434,271744,5011,8249,12377,3785,11644,8638,5903,-3138,16410,15181,-1298,8295,9193,4269,8044,4633,2274,-3361,12631,11797,292434,16410,12631,291770,17311,14208,
A017670,SK텔레콤,통신,통신서비스,코스피,243500,196616,8075,959,11.9,0,-1.4,-3.8,-4.1,3.6,0.6,16,12.7,1.5,39.44,100,100,8,7.24,6.74,7.24,5.89,8.18,10.2,4.61,7.63,2.38,4.09,3.47,10.38,1.08,1.06,0.13,14.88,1.67,0.63,1.02,0.83,0.76,9.9,15.8,17.93,17.93,12.7,15.6,10,5.4,16.58,14.57,-67.66,115,117.69,92,94,50,82.04,4.11,2.91,6.64,3.71,4.11,0.01942,0.61693,223355,237938,90321,2160,175359,141012,461293,186247,13493,10965,52998,181946,56735,-45884,-4889,37797,10000,981.94,863.61,1000.77,13.7,-1.88,254000,235000,242000,210000,216000,270000,165500,0,0,0,1,90,47,-0.07,0.1,0.03,-0.24,0.4,0.16,-1.03,1.17,0.14,-1.46,2.12,0.66,-1.88,1.27,-0.61,50,132,0.50199,151,74,511,211,1,0,0,0,0,161443,327400,0,0,1,20210208,20210203,1.5,27.5,0,0.6,0.1,-4.4,1.5,7,5.4,6.6,18.9,79.3,120,15.7,-25.7,-25.2,4.7,4.6,8.3,47,1000,18938,1,1,0,1,1,1,1,0,0,6,3.8,5,2.5,-3.7,5.2,5,5.4,1.4,2.7,3.7,3.7,9.8,7.7,-3.3,0.9,3.4,2.8,2.3,-1,-27.7,21.6,0.1,-21.8,-7.6,21.6,10.2,-27.9,-6.4,11.4,19.7,100.8,17.1,-46.2,85.9,19,0.6,-9.8,8.4,-46.9,-21.8,55.1,20.3,-71.5,41.7,52.5,-105.6,-18.4,62.2,41,0,21.6,-109.9,1243.6,38.1,-9.4,0,232.3,170918,15357,16760,175200,15366,25998,168740,12018,31279,177437,11100,8899,186247,13493,12607,196246,14865,19226,43517,43349,44370,45612,44106,44504,46028,47308,48406,47920,2253,3226,3228,3021,1625,3020,3595,3615,3263,3538,4849,3792,2634,2744,-271,3094,4272,3869,1132,3762,48406,3263,0,47671,2559,1132,
A207940,삼성바이오로직스,제약 및 바이오,바이오,코스피,747000,494253,6617,0,0,0,-1.7,-5,-6.9,-6.5,-4.4,19.7,55.6,66,6.72,37.4,31.57,8.3,25.14,24.67,25.14,20.69,25.64,1,5.24,7.83,3.93,5.86,110.13,146.53,44.82,42.43,2.21,2206.66,11.54,2.45,6.37,10.76,10.13,443.5,205.08,131.6,205.08,128.41,205.11,129.39,109.87,160.91,168.8,-0.14,162,250.71,36,36,14,0,0,0,0,0,0,0.02954,0.82809,16384,44988,15691,5558,28745,26439,61372,11648,2928,2410,4472,4119,4489,-2908,-1189,1116,0,907.6,740.02,1206.2,22.65,-24.76,802000,799000,781000,624000,480000,880000,366000,0,0,0,0,85,104,0,0.03,0.03,-0.05,0.07,0.02,0.09,0.41,0.5,0.13,0.43,0.56,0.11,0.33,0.44,93,439,1.49333,1764,75,1178,232,1,0,0,0,0,42341,997311,0,0,1,20210127,20210126,27.2,33.4,55.2,9.7,-8.7,-23.5,0.8,17.1,15.7,48.5,25.8,58.5,100,92.2,-28.5,13.1,6.1,5,8.5,29,294,3373,1,1,1,1,1,1,1,1,1,9,138.2,66,57.7,15.3,30.9,66,24.4,75.8,65.3,294.1,48.6,19.8,45.9,69.5,-33.9,48.5,-10.8,36.7,-19.5,401.6,219.2,317.1,-15.6,64.6,219.3,47.5,830.1,367.5,625.6,139.5,-13.4,37.4,353,-41.5,29.6,-30.3,63.8,-7.1,214.8,18.8,45.1,331,-9.5,18.8,48.4,-27.2,199.5,518.2,162.5,-58.3,98.9,980.5,-84.1,41.9,7.8,71.6,-24.2,2946,-304,-1768,4646,660,-970,5358,557,2241,7016,917,2029,11648,2928,2410,14495,4319,3575,1783,1254,781,1848,3133,2072,3077,2746,3753,3023,115,-234,-154,236,1070,626,811,565,926,860,3173,-368,-124,214,2308,367,520,561,962,729,3753,926,962,2950,694,620,
A005490,POSCO,철강 및 비철강,제철,코스피,274000,238892,8719,1117,12.8,0,-2,1.3,6.4,14.4,46.9,50.1,37,-24.2,5.65,7.6,8.46,6.3,4.16,5.66,4.16,2.77,4.59,3.7,3.55,5.72,2.03,3.31,2.97,4.81,0.41,0.41,0.13,7.9,1.19,0.32,0.5,0.53,0.51,13.4,13,25.1,14.91,8.52,14.91,8.86,5.28,11.39,9.94,16.53,159,207.74,72,77,51,43.66,3.65,16.44,4.8,2.05,3.65,0.02473,0.93885,343008,444368,382489,90207,92688,40011,787376,577928,24030,16021,56578,44615,80514,-66602,25769,30894,10000,1506.45,1310.67,1073.22,14.94,40.37,257500,239500,186500,182500,200000,294500,138000,1,1,1,1,93,99,0.08,0.03,0.11,0.38,0.17,0.55,-0.21,0.83,0.62,-1.09,0.95,-0.14,1.27,0.09,1.36,45,166,2.17268,127,78,424,293,1,0,0,0,0,215031,350002,0,0,1,20210201,20210128,1,1.4,34.6,-0.7,32.9,60,0.1,7.6,29.6,74.4,65.3,68.2,100,-30.8,-2.8,-13.3,3.3,0.7,6.1,51,61,49620,1,1,1,1,0,1,1,0,0,6,21.3,-10.2,14.3,7.1,-0.9,-10.2,7.5,-3.5,-9.2,-15.9,-10.8,-4.9,4.8,0.3,-9.3,-5.7,3.9,7,-0.1,36,-37.9,62.5,19.9,-30.2,-37.9,75.3,-56.1,-41.4,-84.3,-35.9,54.8,56.3,-46.4,26.5,-76.2,297.5,29.5,27.7,34.6,-12.7,104.7,-39.4,8.5,-12.7,66.4,105.8,-46.7,-93.4,8,1283.3,70.4,-88.2,680.3,-89.8,1055.5,50.6,-3.9,530835,28443,13633,606551,46218,27901,649778,55426,16906,643668,38689,18351,577928,24030,16021,621476,42124,26665,166215,160142,163213,159882,160430,145458,137216,142612,152642,152483,12715,12029,10686,10398,5576,7053,1677,6667,8633,11026,-8674,7413,6123,4309,507,3954,403,4655,7010,6739,152642,8633,7010,151152,8512,5206,
A015760,한국전력,유틸리티,전력,코스피,23150,148615,64196,0,0,0,-2.1,-2.7,-4.9,5.7,8.7,7.2,-3.7,-30.1,2.14,7.3,18.97,8.1,6.98,6.36,6.98,0.16,7.87,4.2,0.13,1.24,0.05,0.43,1.32,-4.72,0.25,0.25,0.02,35.32,0.59,0.18,0.34,0.22,0.21,8,160.49,160.54,160.54,3.01,6.97,17.19,6.4,9.49,3.64,-744.46,60,90.05,188,192,107,0,0,-100,7.26,0,0,0.02533,0.67983,1316418,687358,210037,69199,129475,61392,2003776,585693,40863,926,131411,42744,112937,-150748,38505,144429,0,691.11,909.79,897.4,-24.04,-22.99,24350,21900,21300,21600,24050,28300,16250,0,0,0,1,82,42,-0.03,-0.01,-0.04,-0.13,-0.18,-0.31,-1.09,-0.63,-1.72,-2.55,-0.11,-2.66,-2.18,-0.79,-2.97,37,122,-3.72418,1400,67,1158,81,1,0,0,0,0,1654,34349,0,0,1,20210222,20210219,-2,64.7,0,0.6,0.1,2.6,3.3,164.5,-46.6,-50.7,-27.2,833.8,60,423.1,105.2,104.9,4.1,0.2,1.3,41,46,-31492,1,1,1,1,0,1,1,1,0,7,-1.7,-1,-0.6,1.4,-2.4,-1,-0.9,-1.5,-1,0,-1.3,-1.7,-0.6,-6.1,1,-13.4,20.2,-6.5,2.1,-110.6,420.1,-58.7,-104.2,-513.7,420.1,-34.8,-101.3,168.4,230.5,88.2,158.8,95.4,-228.1,127.1,-9.5,498.3,-60,-9.9,-133.3,105.1,-81.6,-201.2,-78.4,190.9,-62.7,-67.3,102.9,137.1,454.9,0,2120.3,-698.3,101.7,623.3,643.8,0,-58.1,601904,120016,70486,598149,49532,12987,606276,-2080,-13146,591729,-12765,-23455,585693,40863,21328,580323,26660,7946,151746,152484,130710,159123,149412,150931,130725,157114,146923,149996,-7885,-6299,-2987,12393,-15872,4306,3898,23322,9337,8414,-7967,-7878,-4475,2228,-13330,230,1662,12363,12183,5102,146923,9337,0,149934,5670,12183,
A028260,삼성물산,지주사,지주사,코스피,122000,228002,18689,2342,12.5,-1.5,-2,-6.9,-13.8,-0.4,10.4,20.8,10.4,-5.1,8.18,12.1,10.17,2.1,2.84,3.13,2.84,3.43,2.87,6.1,4.21,4.7,2.36,2.66,17.01,20.94,0.77,0.75,1.17,20.48,4.79,0.76,1.15,0.93,0.89,19.3,19.27,20.09,22.02,24.31,22.02,18.95,15.79,24.64,26.6,-29.52,97,114.84,72,80,16,31.42,1.64,180.99,1.9,0,1.64,0.02874,1.11423,195821,243843,128511,20026,281601,37108,439664,302161,8571,10355,14725,36076,13403,-3622,-3255,2514,2000,724.14,924.29,1048.8,-21.65,-30.96,141500,122500,110500,101000,110500,153500,74500,0,0,0,0,79,64,-0.02,0.02,0,-0.14,-0.14,-0.28,-0.85,-0.41,-1.26,-1.47,0.51,-0.96,-1.91,0.37,-1.54,19,122,0.47777,224,65,715,66,1,1,0,0,0,54506,186736,0,0,1,20210202,20210127,-0.2,1.7,-5.5,3.3,-11.7,1.4,-2.6,-6,-3.9,16,18.6,16.2,60,0.7,0.6,-9.5,7.9,9,4.9,60,28,10889,1,1,0,1,1,1,1,1,0,7,9.5,-1.8,4.2,6.4,-1.3,-1.8,1.4,-3.4,-5.4,-9.4,1.5,6.3,5.3,-0.5,-9.6,3.8,8.7,4.2,-10.5,521.4,-1.1,531.8,25.3,-21.5,-1.1,25.9,33.7,39.8,7.9,-0.4,-21,38.9,50.1,-54.7,61.9,-9.5,19,-20.4,877.7,-1.4,495.7,167.7,-38.7,-1.4,14.5,-49.9,29.3,-14.2,17.3,-29.7,3.8,34.9,-3.4,-41.5,53.8,-19.2,42.8,281027,1395,1074,292790,8813,6398,311556,11039,17128,307615,8668,10501,302161,8571,10355,306254,10792,11853,79711,73571,79720,77346,76979,69601,72234,78503,81823,73266,2428,1052,2207,2163,3247,1470,2381,2155,2564,2042,6660,2493,2198,2473,3337,3224,1886,2900,2344,3347,81823,2564,2344,82004,2522,2480,
