코드 번호,회사명,업종 (대),업종 (소),코스피 코스닥,주가 (원),시가총액 (억),상장주식수 (만주),자사주 (만주),자사주 비중 (%),주식수 증가율 (%),1일 등락률 (%),5일 등락률 (%),1개월 등락률 (%),3개월 등락률 (%),6개월 등락률 (%),9개월 등락률 (%),1년 등락률 (%),3년 등락률 (%),과거 GP/A (%),과거 GPM (%),분기 GPM (%),5년평균 OPM,발표 OPM (%),발표 분기 OPM (%),발표 NPM (%),발표 분기 NPM (%),5년평균 ROE,발표 ROE (%),과거 ROA (%),과거 PCR,분기 PCR,과거 PFCR,분기 PFCR,과거 PSR,발표 PSR,발표 분기 PSR,발표 PEG,발표 분기 PEG,PER  곱하기PBR,고점 PBR,저점 PBR,5년평균 PBR,발표 PBR,5년평균 PER,자사주반영 PER,과거 PER,발표 PER,발표 분기 PER,과거 EV/EBITDA (%),과거 POR,발표 POR,발표 분기 POR,청산가치비율 (NCAV전략) (%),당좌 비율 (%),유동 비율 (%),단순 부채비율 (%),보수적 부채비율 (%),영업이익/차입금 (%),차입금 비율 (%),배당 성향 (%),시가 배당률 (%),DPS  성장률 (%),시가 배당률 고점,시가 배당률 저점,국채시가 배당률,주가 변동성,베타 (52주),부채 (억),자본 (억),유동자산 (억),재고자산 (억),투자자산 (억),지분투자 (억),총자산 (억),매출액 (억),영업이익 (억),순이익(지배) (억),BPS,EPS,EBITDA (억),매출총이익 (억),영업활동현금흐름 (억),투자활동현금흐름 (억),재무활동현금흐름 (억),설비투자 (억),DPS (원),거래대금 (당일 억),거래대금 (5일평균 억),거래대금 (20일평균 억),거래대금 증가율(5일대비),거래대금 증가율(20일대비),1개월전 주가,3개월전 주가,6개월전 주가,9개월전 주가,1년전 주가,52주 신고가,52주 신저가,주가>5이평,주가>20이평,주가>60이평,주가>120이평,신고가율 (%),신저가율 (%),당일 기관(%),당일 외인(%),당일 수급(%),주간 기관(%),주간 외인(%),주간 수급(%),1개월 기관(%),1개월 외인(%),1개월 수급(%),3개월 기관(%),3개월 외인(%),3개월 수급(%),6개월 기관(%),6개월 외인(%),6개월 수급(%),고점대비 PBR괴리율,저점대비 PBR괴리율,이익의 변동성,상속세 괴리율 (%),예상가 괴리율 (%),예상가 매력등수,본사 국내 =1,지주사 =1,금융 =1,스팩 =1,관리 종목 =1,상속 주가 (원),예상 주가 (원),21년3Q 호실적 100기업,4Q 발표 =1,실적 발표일,GP/A 증가율 (최근분기),GPM 증가율 (최근분기),ROA 증가율 (최근분기),FCFF 증가율 (최근분기),발표OPM증가율(최근분기),발표NPM증가율(최근분기),발표ROE증가율 (최근분기),자산증가율 (최근분기),발표자본증가율 (최근분기),발표BPS증가율 (최근분기),(영업이익/차입금) 증가율,매출채권 회수기간,재고자산 회수기간,단순 FCFF (잉여현금흐름),F스코어 지배주주순익>0 여부,F스코어 영업활동현금흐름>0 여부,F스코어 ROA증가 여부,F스코어 영현>순익 여부,F스코어 부채비율감소 여부,F스코어 유동비율증가 여부,F스코어 신주발행X 여부,F스코어 매출총이익률증가 여부,F스코어 총자산회전율증가 여부,F스코어 점수 (9점만점),매출액 17년->20년 3년간 YOY,매출액 연환산 YOY,매출액 18년 YOY,매출액 19년 YOY,매출액 20년 YOY,매출액 20년4Q YOY,매출액 21년1Q YOY,매출액 21년2Q YOY,매출액 21년3Q YOY,매출액 21년4Q(E) YOY,매출액 20년4Q QOQ,매출액 21년1Q QOQ,매출액 21년2Q QOQ,매출액 21년3Q QOQ,매출액 21년4Q(E) QOQ,영업이익 17년->20년 3년간 YOY,영업이익 연환산 YOY,영업이익 18년 YOY,영업이익 19년 YOY,영업이익 20년 YOY,영업이익 20년4Q YOY,영업이익 21년1Q YOY,영업이익 21년2Q YOY,영업이익 21년3Q YOY,영업이익 21년4Q(E) YOY,영업이익 20년4Q QOQ,영업이익 21년1Q QOQ,영업이익 21년2Q QOQ,영업이익 21년3Q QOQ,영업이익 21년4Q(E) QOQ,순이익 17년->20년 3년간 YOY,순이익 연환산 YOY,순이익 18년 YOY,순이익 19년 YOY,순이익 20년 YOY,순이익 20년4Q YOY,순이익 21년1Q YOY,순이익 21년2Q YOY,순이익 21년3Q YOY,순이익 21년4Q(E) YOY,순이익 20년4Q QOQ,순이익 21년1Q QOQ,순이익 21년2Q QOQ,순이익 21년3Q QOQ,순이익 21년4Q(E) QOQ,EPS 17년->20년 3년간 YOY,EPS 연환산 YOY,EPS 18년 YOY,EPS 19년 YOY,EPS 20년 YOY,EPS 20년4Q YOY,EPS 21년1Q YOY,EPS 21년2Q YOY,EPS 21년3Q YOY,EPS 21년4Q(E) YOY,EPS 20년4Q QOQ,EPS 21년1Q QOQ,EPS 21년2Q QOQ,EPS 21년3Q QOQ,EPS 21년4Q(E) QOQ,17년 매출액,17년 영업이익,17년 순이익,18년 매출액,18년 영업이익,18년 순이익,19년 매출액,19년 영업이익,19년 순이익,20년 매출액,20년 영업이익,20년 순이익,17년 EPS,18년 EPS,19년 EPS,20년 EPS,매출액 19년4Q,매출액 20년1Q,매출액 20년2Q,매출액 20년3Q,매출액 20년4Q,매출액 21년1Q,매출액 21년2Q,매출액 21년3Q,영업이익 19년4Q,영업이익 20년1Q,영업이익 20년2Q,영업이익 20년3Q,영업이익 20년4Q,영업이익 21년1Q,영업이익 21년2Q,영업이익 21년3Q,순이익 19년4Q,순이익 20년1Q,순이익 20년2Q,순이익 20년3Q,순이익 20년4Q,순이익 21년1Q,순이익 21년2Q,순이익 21년3Q,EPS 19년4Q,EPS 20년1Q,EPS 20년2Q,EPS 20년3Q,EPS 20년4Q,EPS 21년1Q,EPS 21년2Q,EPS 21년3Q,EPS 21년4Q(E),발표치 21년4Q  매출액,발표치 21년4Q  영업이익,발표치 21년4Q  순이익,
A000020,동화약품,제약 및 바이오,제약,코스피,13650,3813,2793,25,0.9,0,-1.4,6.2,5.8,-6.8,-24.4,-5.5,-6.8,42.8,33.57,51.2,49.59,4.9,7.68,8.53,6.79,0.65,8.4,5.84,4.57,11.53,19.86,-49.52,-19.26,1.34,1.3,1.25,-0.641946,-2.21684,21.43,1.87,0.54,1.08,1.12,13.2,18.99,19.13,19.13,213.26,8.13,16.57,16.95,14.64,32.34,274,339.94,27,28,164,4,17.43,1.32,70,2.17,0.92,0.55,0.03184,0.89278,947,3405,2180,420,722,61,4352,2930,225,199,12189,713,349,1461,331,-558,-89,408,180,59.9,149.2,55.46,-59.85,8,12900,14650,18050,14450,14650,20050,11250,0,1,1,0,68,21,0,-0.12,-0.12,-0.02,-0.26,-0.27,-0.03,0.2,0.17,-0.04,0.74,0.7,0.04,-0.28,-0.24,67,107,0.5759,-32,-41,818,1,0,0,0,0,9225,8015,0,0,20220217,2.6,7.4,-32.8,-117.6,-9.8,-31.5,-33.1,4.1,4.6,4.6,21.5,73,110,-77,1,1,0,1,1,0,1,1,0,6,5.1,7.7,18.4,0.2,-11.4,-17.6,7.2,8.5,3.8,11.1,3.2,4.6,5.5,-8.9,10.5,110.9,-2.8,1.8,-14.3,141.7,-5.6,89.1,15.7,-49.1,-7.3,-2.4,-27.1,40.7,-49.1,77.7,-39.4,-29.9,-78.5,-9.9,213.2,1.3,140.9,-6.8,-96.2,0,-33.9,-29.9,15,-92.9,0,-39.4,-29.8,-78.5,-9.9,213.2,1.3,141,-6.8,-96.2,0,-33.9,-29.9,15,-92.9,0,2589,110,470,3066,112,101,3072,96,91,2721,232,285,1683,362,326,1020,833,670,698,666,687,718,758,691,74,27,62,72,70,51,72,37,77,23,67,118,78,54,63,4,274,81,241,421,278,195,224,16,0,763,65,0,
A000040,KR모터스,자동차 및 관련부품,완성차,코스피,904,869,9613,1,0,0,-0.1,5,14.6,5.1,-13.9,-28,-33.5,-53.8,12.94,17.5,15.91,-27.4,0.75,2.1,-7.89,-4.82,-65.5,-27.78,-6.25,-20.11,-5.43,-17.73,-5.12,0.7,0.65,0.58,-0.101601,-0.377746,-18.98,3.29,0.83,2.32,2.3,-4.2,-8.28,-8.25,-8.25,-13.07,70.83,447.94,86.9,27.36,-62.72,45,70.93,254,344,0,100,0,0,0,0,0,0,0.02403,0.99882,1302,378,757,276,158,0,1680,1330,10,-105,393,-112,16,217,-43,-22,59,6,0,18.39,43.23,17.91,-57.46,2.68,789,860,1050,1255,1360,1445,736,1,1,1,1,63,23,-0.02,-0.03,-0.05,0,-0.07,-0.08,0,-0.22,-0.22,-0.01,-0.05,-0.06,-0.01,-0.12,-0.13,43,177,-1.79699,-215,-236,2046,1,0,0,0,0,-1040,-1230,0,0,20220302,146,193.6,69.5,-236.1,-27.2,66,60.5,18.1,-8.9,-13.1,100,49,98,-49,0,0,0,1,0,0,1,1,0,3,182.5,12.9,-12.2,262.3,-11.2,-21,-20.5,21.7,18.6,30.3,-0.3,-21.7,67.4,-9.2,9.4,104.6,-18,37.3,-51.5,104.9,99.9,-331.9,77.2,-331.3,3709.1,-122.2,-3968.2,249.7,-117.1,446.7,73.6,64,23.8,-73.1,80,78.8,-76.2,-252.3,-41.2,0,-379.4,75.4,-33.1,10,0,91.1,81.2,26,-17.9,89.8,89.2,-67.9,-235.6,-34.6,0,-379.6,76.6,-33.1,9.9,0,417,-260,-307,366,-163,-234,1326,-247,-405,1178,12,-81,-996,-737,-868,-88,367,286,312,291,290,227,380,345,-155,4,8,1,0,-9,13,-2,-267,-8,-5,-12,-56,-14,-18,-17,-571,-9,-6,-13,-62,-14,-19,-17,0,378,8,0,
A000050,경방,섬유 및 의류,섬유,코스피,14650,4016,2741,250,9.1,0,-0.7,2.4,-0.7,6.2,7.3,-3,12.7,43.6,9.64,34.8,31.37,10.4,14.03,19.65,5.82,3.76,3.7,2.95,1.74,28.22,5.07,38.25,5.19,1.13,1.05,0.89,0.253662,-0.636757,9.55,1.03,0.28,0.48,0.53,12.8,16.37,16.21,18.01,23.56,7.71,9.55,7.46,4.51,-99.93,35,53.2,70,70,16,35,24.96,0.85,22.09,1.35,0,0.35,0.01672,0.61872,5285,7518,1272,442,10255,743,12803,3834,538,223,27580,812,829,1236,143,-54,-754,38,125,1.04,1.23,0.95,-15.11,9,14750,13800,13650,15100,13000,15650,12750,1,1,1,1,94,15,0.01,0,0,0,0,0,-0.02,0.01,-0.01,-0.04,-0.04,-0.08,-0.07,-0.18,-0.25,94,89,1.47186,9,-37,775,1,0,0,0,0,16011,9159,0,1,20220204,39.8,23.2,-47,166.9,111.3,47,69,-7,1.3,1.3,128.6,43,70,105,1,1,0,0,1,0,1,1,1,6,-8.8,16.5,-2.6,-2.1,-4.3,-7.7,11.6,9,10.9,33.8,0.4,-2.5,13.8,-0.5,21.3,-48.2,146.2,-3.1,-22,-31.6,-1.5,320.1,157.9,99.6,111.3,119.9,26.5,-35.4,11,132.8,-48.6,71.2,-20.2,115.8,-70.2,-82.6,316.1,85.7,-79.2,-37,76,1.1,51.8,-92.3,434,-48.6,71,-20.2,115.8,-70.2,-82.6,316.1,85.7,-79.2,-37,76.1,1.1,51.8,-92.3,434,3608,423,253,3514,410,202,3439,320,436,3292,219,130,923,737,1590,474,918,740,862,843,847,826,940,935,107,32,33,48,105,133,86,96,389,-32,56,38,68,68,104,8,1420,-115,204,140,247,249,379,29,155,1133,223,43,
A000060,메리츠화재,금융,손해보험,코스피,41800,50421,12062,1466,12.2,0,-0.1,6.6,0,27.8,42.9,129.7,131.6,76.4,29.08,79.8,78.72,6,10.43,22,6.64,6.77,16.1,23.85,2.13,2.32,-3.46,2.32,-3.41,0.51,0.58,1.03,0.216089,0.162914,18.16,1.98,0.54,1.04,2.08,6.4,7.67,8.73,8.73,7.38,5.9,6.31,5.56,4.67,-488.74,0,0,1014,1018,83,39,35.04,3.06,85.98,8.77,2.26,1.27,0.02773,0.3902,246426,24204,0,0,-7578,6,270630,86992,9076,5773,20065,4785,8548,78715,21727,-18987,873,20,1280,104.88,140.46,259.28,-25.33,-59.55,41800,32700,29250,18200,18050,52800,17250,1,1,0,1,79,142,0,-0.02,-0.03,0.2,-0.1,0.1,0.61,-0.83,-0.22,-0.2,1.93,1.73,1.2,1.47,2.67,0,285,0.28105,-25,28,347,1,0,1,0,0,31048,53874,0,0,20220207,4.1,2,37.8,320.3,57.6,53.3,67.8,7.9,-11.2,-16.4,29.7,35,0,21707,1,1,1,1,0,0,1,1,1,7,42.8,-5.2,10.6,13.7,13.6,10.8,10.1,10,10,-48.7,4.2,2.8,1.5,1.2,-51.4,18.4,49.3,-39.1,12.8,72.3,399.4,22.2,52.6,52.7,67.5,4.2,11.1,24.8,5.7,14.3,12.3,48.9,-39.1,28.5,43.5,64.4,28,53.9,54.1,0,0.2,18.5,24.8,4.1,0,2.7,40.4,-40.9,28.5,35.2,54.9,20.6,45.1,45.3,10.2,-5.6,18.5,24.8,4.1,-28.3,64287,5136,3838,71073,3127,2338,80830,3528,3004,91806,6080,4311,3478,2057,2643,3574,21569,22312,22668,22937,23889,24564,24930,25241,322,1463,1462,1545,1610,1788,2231,2359,675,1027,1066,1108,1110,1315,1640,1708,594,904,938,974,920,1090,1360,1416,1014,12257,2696,0,
A000070,삼양홀딩스,지주사,지주사,코스피,84300,7220,856,113,13.2,0,0.8,4.9,-0.8,-14.2,-27.6,-20.5,-8,2.1,19.84,24.6,25.63,5.6,11.32,3.88,8.42,9.45,4.5,14.59,7.14,2.6,2.82,8.33,4.27,0.24,0.23,0.23,0.005353,0.011774,1.1,1.48,0.24,0.53,0.4,11.1,2.39,2.76,2.76,2.33,2.53,2,2.05,5.81,-27.63,126,171.88,76,104,30,50,17.04,2.67,28.57,3.36,1.26,1.11,0.02713,1.10514,18716,17942,16721,4442,8491,2955,36658,31073,3517,2617,209489,30553,4545,7284,2780,-1993,-603,1913,2250,5.09,5.96,7.94,-14.54,-35.9,85000,98200,116500,106000,91600,144000,80000,1,1,0,0,59,5,0.02,-0.02,0,0.01,0.02,0.03,-0.07,-0.24,-0.31,-0.3,-0.01,-0.31,-0.59,-0.36,-0.95,270,66,0.91204,125,308,33,1,1,0,0,0,190011,344093,0,0,20220209,30.2,23.6,437.8,81,64.3,383.9,401.9,14.5,22.7,22.7,233.3,45,73,867,1,1,1,1,1,0,1,1,1,8,3.1,25.7,7,-2.9,-0.7,3.4,17.3,35.5,27.3,23.2,0.7,7.9,12.1,4.6,-2.6,72.4,106.5,40.2,-42.7,114.5,342.8,157,241.4,92.1,-23.6,-35.9,106.1,37.5,5.8,-74.5,171.4,515.7,85.7,-55.9,231.1,281.4,224.5,383,197.9,0,48,94.6,-6,10.1,0,171.4,515.6,85.7,-55.9,231.1,281.4,224.5,383.1,197.9,0,48,94.6,-6,10.1,0,23963,988,377,25635,1385,700,24886,794,309,24712,1703,1023,4402,8174,3608,11945,6280,5973,5795,6451,6494,7007,7852,8214,-167,326,337,634,406,837,1151,1218,-213,231,146,260,386,750,705,776,-2481,2699,1704,3041,4502,8760,8230,9060,0,8000,311,0,
A000080,하이트진로,식음료,음료,코스피,37450,26265,7013,148,2.1,0,-0.7,0.5,1.5,24,12.5,-3.7,-1.3,99.2,26.92,42,41.73,6,7.9,6.18,3.25,1.02,2.5,6.55,2.11,11.19,12.46,19.4,23.89,1.21,1.19,1.2,-2.12965,0.846286,87.91,2.9,1,1.67,2.4,65.2,35.86,50.18,36.63,118.48,10.64,15.99,15.09,19.48,-48.36,55,68.13,211,211,14,109,60.43,2,-14.2,4.97,2.51,0.83,0.01742,0.85265,23032,10890,10331,1924,2231,0,33922,22029,1741,717,15606,1022,3170,9137,2349,-1289,-4640,995,750,108.4,151.22,234.9,-28.32,-53.85,36900,30200,33300,38900,37950,40100,27900,1,1,1,1,93,34,-0.07,0.13,0.07,-0.15,0.88,0.73,0.85,2.27,3.12,2.7,3.1,5.8,2.52,3.28,5.8,20,140,1.44858,-70,-69,1137,1,0,0,0,0,11180,11508,0,1,20220210,6.3,-3.8,10.8,-49.7,-10.2,-15.4,-18.8,-14.4,1.8,1.8,7.7,55,56,1354,1,1,0,1,1,0,1,0,1,6,19.4,-2.4,-0.2,7.9,10.9,-7.5,0.2,-2.8,-10.7,5.5,-17.2,3.6,5.7,-1.4,-2.2,127.4,-12.3,3.6,-2.4,125.1,-27,-5.7,-21.2,-30.3,41.2,-62.9,121.7,-19.5,5.3,-24.9,582.7,-17.3,74.8,-290.5,305,44.9,-12.9,-32,-58.5,140,-143,310.1,-18.6,-43.6,-58.6,582.7,-17.2,74.8,-290.5,305,44.9,-12.9,-32,-58.5,140,-143,310.1,-18.6,-43.6,-58.6,18899,873,127,18856,904,222,20351,882,-423,22563,1985,867,181,317,-603,1236,5586,5339,5816,6243,5166,5351,5655,5574,327,561,541,644,239,529,426,449,-251,334,349,323,-139,291,237,134,-358,476,497,460,-198,415,338,191,79,5449,337,55,
A000100,유한양행,제약 및 바이오,제약,코스피,58700,42987,7323,613,8.4,0.16,0.2,-0.5,3.7,-4.8,-2.3,-3.1,0.5,40.7,23.12,32.8,29.41,4.3,2.88,1.12,6.08,4.04,6.4,5.35,4.19,67.64,-767.63,191.05,-76.91,2.49,2.55,2.53,-0.89339,1.80287,93.86,2.85,1.18,1.92,2.24,30.1,38.38,43.81,41.9,62.74,31.44,60.55,88.45,226.15,15.32,245,312.47,29,29,60,6,12.94,0.62,30.76,1.17,0.53,0.26,0.01472,0.90169,5478,18997,12062,2600,8301,5898,24475,16878,486,1026,26174,1401,1267,5661,636,-2724,-219,411,365,53.92,105.66,86.82,-48.97,-37.9,56600,61633,60102,60580,58379,65557,54838,0,1,0,0,90,7,0,0.02,0.02,0.02,0.04,0.06,0.16,0.2,0.36,0.05,0.09,0.14,0.8,-0.21,0.59,27,89,0.9677,-65,-73,1185,1,0,0,0,0,20483,15764,0,1,20220216,9.5,0.9,-45.8,297.4,-44.6,-48.9,-48.3,2.4,2.8,2.5,0,96,82,225,1,1,0,0,0,0,0,1,1,4,10.8,4.2,3.9,-2.5,9.4,17.2,21,4.3,5.1,-8.1,7.4,-17.9,14.3,4.2,-6.1,-5,-42.3,-43.5,-75,574.4,218.8,1194.3,-34.3,-68,-82.5,33.3,-48.8,68.5,-72.2,-27.1,76.9,-46.8,-47.2,-30.4,382,173,-82.2,0.7,1,35.1,-58.3,62.6,65.7,-10.1,-44.2,76,-46.9,-47.3,-30.6,381.2,172.5,-82.2,0.6,0.7,34.8,-58.3,62.5,65.7,-10.3,-44.2,14622,887,1090,15188,501,575,14804,125,400,16199,843,1928,1499,790,548,2639,3937,3133,4155,4297,4614,3790,4333,4515,85,11,357,204,272,139,234,65,46,1158,339,304,127,206,342,307,64,1586,464,416,173,282,467,419,234,4240,48,171,
A000120,CJ대한통운,운송 및 물류,육상운송,코스피,132000,30112,2281,287,12.6,0,0.8,-1.1,5.6,1.1,-19,-24.8,-23.9,-21,11.96,9.3,9.68,3,3.03,3.27,0.48,1.86,2,1.54,0.63,8.95,3.44,15.03,4.15,0.27,0.27,0.25,-0.991892,0.16525,46.79,2.1,0.78,1.31,0.85,65.1,48.11,102.28,55.05,13.22,6.63,8.99,8.76,7.54,-86.56,100,101.3,130,148,11,75,0,0,0,0,0,0,0.01632,0.86676,51608,34934,25544,248,21006,868,86542,113437,3439,547,155633,2399,8166,10335,3362,4438,-8238,1358,0,24.64,51.73,72.25,-52.37,-65.9,125000,130500,163000,175500,173500,189500,113000,0,1,1,0,70,17,0.02,-0.03,0,0.09,-0.13,-0.04,1.22,-0.77,0.45,0.86,-1.58,-0.72,0.03,-2.73,-2.7,147,9,1.56838,-37,-79,1253,1,0,0,0,0,81980,26981,0,1,20220211,4.1,-2.6,-55.5,-76.3,0.3,-57.9,-60.9,-3.3,13.7,13.7,10,44,1,2004,1,1,0,1,1,1,1,0,1,7,51.6,5.2,29.7,13,3.5,0.5,7,3.7,2.6,7.6,2.4,-5.2,2,3.6,7.4,38,5.7,3,26.6,5.9,-10.4,-17.3,8,13.8,10,-1.9,-47,88.2,16.3,-5.2,162.8,-55.5,12.6,-24.7,209.8,-10,-18.8,-254.9,-12.7,80,-25,-59.5,-504.8,171.1,54.7,162.8,-55.5,12.6,-24.7,209.8,-10,-18.8,-254.9,-12.7,80,-25,-59.5,-504.8,171.1,54.7,71104,2357,468,92197,2427,527,104151,3072,397,107811,3253,1230,2052,2310,1740,5392,28257,25154,26500,27745,28413,26926,27472,28465,1013,582,839,925,908,481,906,1053,351,158,334,422,316,128,-518,368,1541,691,1466,1850,1387,561,-2271,1614,2496,30573,998,569,
A000140,하이트진로홀딩스,지주사,지주사,코스피,13550,3145,2320,184,7.9,0,-0.4,0,-3.2,10.6,-5.2,-22.8,-15,68.1,26.91,42.6,42.25,6.6,8.59,6.98,1.49,0.65,2.2,6.29,0.95,1.42,1.57,2.62,3.17,0.15,0.14,0.15,-0.195344,-0.276683,5.89,1.1,0.3,0.58,0.61,25.3,8.89,6.69,9.65,22.19,5.09,1.77,1.67,2.08,-592.43,42,51.64,267,566,10,164,13.59,2.95,56.12,4.99,1.2,1.23,0.01752,0.99689,29112,5144,10480,1949,2605,87,34256,21920,1884,326,22315,1405,3240,9212,2208,-1152,-4557,1008,400,1.26,1.54,2.17,-18.34,-41.95,14000,12250,14300,17550,15950,19300,11050,0,1,1,1,70,23,-0.01,0,-0.02,-0.05,-0.02,-0.06,-0.25,-0.04,-0.29,-0.71,-0.06,-0.77,-1.22,2.35,1.13,80,103,0.74408,31,16,410,1,1,0,0,0,17779,15804,0,1,20220210,5.5,-3.3,-8.2,-52.7,-8.3,-48.1,-51.9,-13.4,5.1,5.1,0,55,57,1200,1,1,1,1,1,0,1,0,1,7,19.4,-2.4,-0.2,8,10.9,-7.6,0.2,-2.9,-10.7,5.4,-17.3,3.6,5.7,-1.4,-2.3,110.3,-10.5,3.4,-2.5,108.6,-22.8,-3.1,-19.8,-28.8,39,-59.8,106.6,-18.1,4.6,-21.5,547.9,-49.4,81.3,-692.6,401.4,418.2,8.1,-40.3,-69.3,-80.2,20.6,-30.3,-3.7,-62.2,-22.1,547.9,-49.4,81.2,-692.6,401.4,418.1,8.1,-40.3,-69.4,-80.2,20.6,-30.3,-3.7,-62.2,-22.1,18812,1001,-144,18767,1035,-27,20263,1009,-214,22470,2105,645,-621,-116,-922,2779,5566,5315,5797,6217,5141,5324,5627,5549,353,581,575,677,272,563,461,482,-56,116,201,148,179,125,120,46,-243,498,868,640,772,538,519,196,153,5420,378,35,
A000150,두산,지주사,지주사,코스피,116000,19168,1652,300,18.2,0,0,-2.5,23.1,0.9,18.2,23.9,143.2,54.5,14.71,17,16.45,5.6,6.98,0.42,-0.27,-1.17,-0.6,-1.86,-0.18,2.92,-1.73,6.27,-1.52,0.11,0.14,0.25,-0.380798,-0.09056,-49.5,1.8,0.4,0.86,0.96,-171.7,-42.15,-51.56,-51.56,-10.84,4.59,1.73,2,59.52,-420.23,70,86.73,238,944,11,130,0,1.72,-54.24,7.32,2.84,0.72,0.03815,1.35996,189137,20032,108588,20725,23868,2189,209169,137282,9588,-372,121228,-2250,17518,30763,6561,-4667,-1150,3503,2000,69.46,96.6,162.2,-28.1,-57.18,94200,115000,98100,93600,47700,145500,47700,0,1,1,1,80,143,0.04,-0.05,-0.01,-0.16,-0.16,-0.32,1.41,-2.02,-0.61,0.82,-2.04,-1.22,2.8,-2.78,0.02,87,140,25.6733,-61,-121,1661,1,1,0,0,0,45251,-25384,0,0,20220211,71.9,21.8,-142.8,-66.8,330.9,-139.1,-129.6,-16.3,19.8,19.8,266.7,28,50,3058,0,1,0,1,1,1,1,1,1,7,0.3,-19.1,3.2,3.4,-5.9,35.9,5.1,13.5,15,-69.6,90.5,-28,-22.3,7.9,-49.7,-76.4,248.7,0.8,4.4,-77.6,-35.7,403.6,378.1,79.9,-94.9,9,153.1,-26.3,-11.5,-96.9,-1462.8,-135.4,-387.9,459.6,-231.6,-148.2,192.5,132.9,-119.8,0,-964.6,184.2,-77.4,-208.4,0,-2110,-135.4,-403.1,603.9,-231.6,-148.2,192.5,132.9,-119.7,0,-964.6,184.2,-77.4,-208.4,0,169134,11676,406,174493,11764,-1169,180416,12286,4204,169693,2750,-5533,1666,-5049,25442,-33485,46179,43019,30949,32953,62773,45203,35123,37893,2446,790,-1055,1442,1572,3980,2933,2595,4443,-1950,-1241,-201,-2142,1804,408,-442,26887,-11799,-7509,-1217,-12961,10917,2468,-2675,0,19064,81,0,
